ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Excerpt,Number-Of-Pages,Publish-Places,Tags
3404143434,The Green Mile,Stephen King,2000,Lbbe,http://images.amazon.com/images/P/3404143434.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404143434.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404143434.01.LZZZZZZZ.jpg,"This Happened In 1932, When The State Penitentiary Was Still At Cold Mountain.",572,[],"['Juvenile Fiction', 'Georgia', 'Fiction', 'Prisons', 'Death Row', 'Supernatural', 'Large Type Books', 'Ficcin', 'Catatonia', 'Suspense Fiction', 'Penitentiary', 'Electric Chairs', 'Electric Current', 'Coffey', 'Arsonists', 'Prisoners', 'Rape', 'Native Americans', 'Serial', 'Chang Pian Xiao Shuo', 'Horror', 'Sisters', 'Solitary Confinement', 'Suspense', 'Serialized Fiction', 'Death Row Inmates', 'Cajuns', 'Paranormal Fiction', 'Electrodes', 'Mystery', 'Psychics', 'Horror Tales', 'Prison Wardens', 'Nursing Homes', 'Jails', 'Cuentos De Terror', 'Horror Fiction', 'Miracles', 'Insurance Fraud', 'Thrillers', 'Prisiones', 'Straitjackets', 'Serialised Fiction', 'Murderers', 'Murder', 'Mice', 'Empathy']"
0843940581,"Death At Spanish Wells (Danl Boone Lost Wilderness Tales, No 3)",Dodge Tyler,1996,Leisure Books,http://images.amazon.com/images/P/0843940581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843940581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843940581.01.LZZZZZZZ.jpg,,0,[],[]
9875021245,Dracula,Bram Stoker,2004,Distal,http://images.amazon.com/images/P/9875021245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9875021245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9875021245.01.LZZZZZZZ.jpg,,446,[],"['Dracula (Stoker', 'Juvenile Fiction', 'Rhetoric', 'Fiction', 'Horror Stories', 'Irish Fiction', 'Comic Books', 'British', 'Monsters', 'General', 'Spanish', 'Report Writing', 'Childrens Fiction', 'Literary', 'Bram)', 'Drama', 'Ghost', 'Strips', 'Stoker', 'English Language', 'Study And Teaching', 'Horror', 'German', 'Mystery  Detective', 'Dracula (Stoker)', 'Historical', 'Vampires', 'Etc', 'English Horror Tales', 'Thriller', 'Literary Criticism', 'Irish Authors', 'Fantasy', 'Romanians', 'England', 'Epistolary Novels', 'Horror Tales', 'Adaptations', 'Gothic', 'Vampiros', 'Literature', 'Psychological', 'Horror Fiction', 'Dracula', 'Cartoons And Comics', 'Gothic Literature', 'Bram', 'Novela', 'Childrens Stories', 'English Literature', 'Romania', '1847-1912', 'French', 'Dictionaries']"
345319988X,Watership Down,Richard Adams,2002,Heyne,http://images.amazon.com/images/P/345319988X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345319988X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345319988X.01.LZZZZZZZ.jpg,,0,[],[]
0446605484,Roses Are Red,James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg,,0,[],"['Mystery  Detective', 'Suspense', 'Psychological', 'Fiction', 'Police Procedural', 'Washington (D.C.)', 'Cross']"
0875423108,The Goblin Universe (Llewellyns Psi-Tech Series),F. W. Holiday,1986,Llewellyn Pubns,http://images.amazon.com/images/P/0875423108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875423108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875423108.01.LZZZZZZZ.jpg,,262,"['St. Paul, Minn., U.S.A']","['Loch Ness Monster', 'Apparitions']"
0571206484,Prodigal Summer,Barbara Kingsolver,2002,Faber  Faber Ltd,http://images.amazon.com/images/P/0571206484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571206484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571206484.01.LZZZZZZZ.jpg,Her Body Moved With The Frankness That Comes From Solitary Habits.,320,[],"['General', 'Women Biologists', 'Farmers', 'Literature', 'Farm Life', 'Fiction', 'Farm Life In Fiction', 'Hunters', 'Mountain Life', 'Manners And Customs', 'Domestic Fiction']"
185459768X,His Dark Materials,Philip Pullman,2004,Nick Hern Books,http://images.amazon.com/images/P/185459768X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185459768X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185459768X.01.LZZZZZZZ.jpg,,236,['London'],"['Childrens Plays', 'English Drama']"
0618134700,The Hobbit,J.R.R. Tolkien,2002,Houghton Mifflin Company,http://images.amazon.com/images/P/0618134700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618134700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618134700.01.LZZZZZZZ.jpg,,0,[],"['General', 'Fantasy', 'Fiction']"
8473863852,"Pnume, Los",Jack Vance,2000,Ultramar,http://images.amazon.com/images/P/8473863852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8473863852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8473863852.01.LZZZZZZZ.jpg,,0,[],[]
1589971248,Little Women,Louisa May Alcott,2004,Tyndale House Publishers,http://images.amazon.com/images/P/1589971248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1589971248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1589971248.01.LZZZZZZZ.jpg,,0,[],[]
8495618605,The Da Vinci Code,Dan Brown,2003,Ediciones Urano,http://images.amazon.com/images/P/8495618605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8495618605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8495618605.01.LZZZZZZZ.jpg,The Priory Of Sion A European Secret Society Founded In 1099Is A Real Organization.,0,['Barcelona'],"['Sociedades Secretas', 'Maria Magdalena', 'Last Supper In Art', 'Mystery  Suspense', 'Cryptographers', 'Mord', 'Appreciation', 'Fiction', 'Mystery Fiction', 'Powiesc Amerykanska', 'Large Type Books', 'Ficcin', 'Templars', 'Priory Of Sion', 'American Fiction', 'Fictional Works', 'Suspense Fiction', 'Suspense  Thriller', 'General', 'Romans', 'Occultisme', 'Leonardo', 'Adventure Fiction', 'Safe Deposit Boxes', 'Religious Fiction', 'Catholics', 'Art Museum Curators', 'Chang Pian Xiao Shuo', 'Religious Articles', 'Langdon', 'Fibonacci Sequence', 'Vitruvian Man', 'Suspense', 'Grail', 'Mystery  Detective', 'Da Vinci', 'Crimes Against', 'Criptografa', 'Cryptography', 'Holy Grail', 'Art Appreciation', 'Spiritual Fiction', 'England', 'Mystery', 'Manuscritos', 'Tumaczenia Polskie', 'Paris (France)', 'Aventures', 'Bruderschaft', 'Religious', 'Puzzles', 'Manuscripts', 'Grial', 'Thrillers', 'Hieros Gamos', 'Novela', 'Secret Societies', '1452-1519', 'Museumsdirektor']"
0836204255,The Far Side,Gary Larson,1995,Andrews Mcmeel Publishing,http://images.amazon.com/images/P/0836204255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836204255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836204255.01.LZZZZZZZ.jpg,,159,['Kansas City'],"['Wit And Humor', 'Form', 'Pictorial', 'Humor', 'Etc', 'Comic Books', 'History', 'Strips']"
0394864034,"The Mystery Of The Whispering Mummy (Three Investigators, No 3)",Robert Arthur,1985,Random House Books For Young Readers,http://images.amazon.com/images/P/0394864034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394864034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394864034.01.LZZZZZZZ.jpg,,180,['New York'],[]
0141439645,Huckleberry Finn,Mark Twain,2003,Penguin Books Ltd,http://images.amazon.com/images/P/0141439645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141439645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141439645.01.LZZZZZZZ.jpg,Notice Persons Attempting To Find A Motive In This Narrative Will Be Prosecuted; Persons Attempting To Find A Moral In It Will Be Banished; Persons Attempting To Find A Plot In It Will Be Shot.,0,"['London, England']","['Juvenile Fiction', 'Anglais (Langue)', 'Race Relations', 'Juvenile Literature', 'Finn', 'Child Witnesses', 'Nouvelles', 'Childrens Literature', 'Rafting', 'Garons', 'Revenge', 'English Language', 'Foreign Speakers', 'Mark)', 'Amiti Masculine', 'Facsimiles', 'Manuscripts', 'Young Men', 'Orphans', 'General', 'Relations Raciales', 'Manners And Customs', 'Young Women', 'Rafting (Sports)', 'Sisters', 'Friendship', 'Courtship', 'Slavery', 'Readers', 'Etc', 'Fugitive Slaves', 'Voyage', 'Opensyllabusproject', 'Travel', 'Outlines', '19Th Century', 'Large Type Books', 'Roman Amricain', 'Romans', 'Humor', 'Syllabi', 'Childrens Fiction', 'American Literature', 'Runaway Teenagers', 'Amiti', 'Study And Teaching', 'Enfants Fugueurs', 'Study Guides', 'Classes Sociales', 'Personnages', 'Slaves', 'Voyages', 'Garcons', 'Humorous Stories', 'Boys', 'Boys In Literature', 'Jeunes Femmes', 'Examinations', 'Runaway Children', 'Dictionaries', 'Fiction', 'Runaways', 'American Fiction', 'American Manuscripts', 'Histoire', 'Social Classes', 'Amitie Masculine', 'Slavery -- Fiction', 'Voyages And Travels', 'Adventure Stories', 'Mississippi River', 'Specimens', 'Sx85Urs', 'Literary Criticism', 'Missouri', 'History', 'Esclaves Fugitifs', 'Loyalty', 'Satire', 'Literature', 'Amours', 'Large Print Books', 'Male Friendship']"
0060935464,To Kill A Mockingbird,Harper Lee,2002,Perennial Classics,http://images.amazon.com/images/P/0060935464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg,"When He Was Nearly Thirteen, My Brother Jem Got His Arm Badly Broken At The Elbow.",0,[],"['Race Relations', 'African Americans', 'Relaciones Raciales', 'Fiction', 'Large Type Books', 'Mob Mentality', 'Southern States', 'Bildungsromans', 'Ficcin', 'Great Depression', 'Procs (Viol)', 'American Fiction', 'Lawyers', 'Prejudices', 'General', 'Nouvelles', 'Romans', 'Kind', 'Relations Raciales', 'Filles', 'Trials (Rape)', 'American Literature', 'Literary', 'Gender Roles', 'Domestic Fiction', 'Loss Of Innocence', 'Manners And Customs', 'Muchachas', 'Class', 'Compassion', 'Contemporary Fiction', 'Fiction Classics', 'Southern Gothic', 'Southern Life', 'Girls', 'Classics', 'Coming Of Age', 'Legal', 'Laws', 'Courage', 'Rape Trials', 'Toleranz', 'Novela', 'Legal Stories', 'Racial Segregation', 'Racial Injustice', 'Padres E Hijas', 'Family Life']"
0618153985,"The Fellowship Of The Ring (The Lord Of The Rings, Part 1)",J.R.R. Tolkien,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0618153985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618153985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618153985.01.LZZZZZZZ.jpg,"This Book Is Largely Concerned With Hobbits, And From Its Pages A Reader May Discover Much Of Their Character And A Little Of Their History.",423,"['Boston, USA']","['J.R.R.)', 'Fear', 'Fiction', 'Large Type Books', 'Friends', 'Ficcin', 'Dwarves', 'Nouvelles', 'General', 'Romans', 'Adventure Fiction', 'Fiction In English', 'Childrens Fiction', 'Adventure Stories', 'English Fiction', 'Elves', 'Franais (Langue)', 'Roman', 'Young Adult Fiction', 'Evil', 'Media Tie-In', 'Vol. 1', 'Fairy Tales', 'Hope', 'Fantasy', 'Baggins', 'Fantasy Fiction', 'Fantastic Fiction', 'English Literature', 'Epic']"
0141439572,Picture Of Dorian Gray,Oscar Wilde,2003,Penguin Books,http://images.amazon.com/images/P/0141439572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141439572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141439572.01.LZZZZZZZ.jpg,"The Studio Was Filled With The Rich Odour Of Roses, And When The Light Summer Wind Stirred Amidst The Trees Of The Garden There Came Through The Open Door The Heavy Scent Of The Lilac, Or The More Delicate Perfume Of The Pink-Flowering Thorn.",252,"['London', 'New York']","['Novela Didctica', 'Morale Pratique', 'English', 'Fiction', 'Irish', 'Large Type Books', 'Painting', 'Paranormal', 'General', 'Nouvelles', 'Romans', 'Lgbtq Novels', 'Childrens Fiction', 'Portraits', 'Drama', 'Men', 'Welsh', 'Conduct Of Life', 'Horror', 'Classics', 'Historical', 'Readers', 'Classic Fiction', 'Fantasy', 'Paranormal Fiction', 'England', 'Education', 'Great Britain', 'Scottish', 'Psychological', 'Didactic Fiction', 'Novela Psicologa', 'European', 'Fantasy Fiction', 'Future Life', 'Juvnilit', 'English Literature', 'Youthfulness', 'Soul', 'Hedonism']"
0425172902,Hunt For Red October,Tom Clancy,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425172902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172902.01.LZZZZZZZ.jpg,Captain First Rank Marko Ramius Of The Soviet Navy Was Dressed For The Arctic Conditions Normal To The Northern Fleet Submarine Base At Polyarnyy.,432,[],"['Soviet Union', 'Fiction', 'Large Type Books', 'Submarines', 'Submarines (Ships)', 'Nuclear Submarines', 'Submarine Forces', 'Sr. Ryan', 'Berlufer', 'Espionage', 'Atom-Unterseeboot', 'United States. Navy', 'Defectors', 'Ryan', 'Suspense', 'Media Tie-In', 'United States', 'Thriller', 'Marine', 'Thrillers', 'Spy Stories', 'Intelligence Service']"
0345465083,Seabiscuit,Laura Hillenbrand,2003,Ballantine Books,http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg,,457,['New York'],"['Biography', 'Horse Racing', 'Large Type Books', 'Race Horses', '20Th Century', 'History', 'Geschichte']"
0380763192,The Hawk And The Heather,Robin Leigh,1992,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380763192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380763192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380763192.01.LZZZZZZZ.jpg,,0,[],"['General', 'Fiction']"
159413023X,The Lovely Bones,Alice Sebold,2004,Large Print Press,http://images.amazon.com/images/P/159413023X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/159413023X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/159413023X.01.LZZZZZZZ.jpg,,532,"['Waterville, ME']","['Familias', 'Adolescentes', 'Homicide', 'Fiction', 'Ghost Stories', 'Large Type Books', 'Spirits', 'Ficcin', 'American Fiction', 'Teenagers', 'General', 'Vctimas De Asesinato', 'Romans', 'Nouvelles', 'Dead', 'Novela Psicolgica', 'Domestic Fiction', 'Crimes Contre', 'Girls', 'Crimes Against', 'Teenage Girls', 'Novela Hogarea', 'Families', 'Delitos Contra', 'Victims Of Crimes', 'Psychological', 'Future Life', 'Murder', 'Bereavement', 'Family Life']"
140003468X,Love In The Time Of Cholera,Gabriel Garcia Marquez,2003,Vintage,http://images.amazon.com/images/P/140003468X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003468X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003468X.01.LZZZZZZZ.jpg,,368,[],"['Love Stories', 'First Loves', 'Reading Group Guide', 'Spanish Language', 'Historias De Amor', 'Fiction', 'Novela Espaola', 'Large Type Books', 'Novels', 'Ficcin', 'Nouvelles', 'Romans', 'Unrequited Love', 'Romance Fiction', 'Spanish Literature', 'Reading Materials', 'Chang Pian Xiao Shuo', 'Histoires Damour', 'Courtship', 'Ficci Histrica', 'Materiales En Espaol', 'Vida Familiar', 'Colombian Fiction', 'Cortejo Amoroso', 'Colombia', 'Movie Novels', 'Novela', 'Romance Literature', 'Historical Fiction', 'Spanish Fiction', 'Cuentos Del Amor', 'Romance', 'Family Life']"
0192802380,Pride And Prejudice,Jane Austen,2004,Oxford University Press,http://images.amazon.com/images/P/0192802380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192802380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192802380.01.LZZZZZZZ.jpg,"It Is A Truth Universally Acknowledged, That A Single Man In Possession Of A Good Fortune, Must Be In Want Of A Wife.",333,['New York'],"['Familles', 'Juvenile Fiction', 'Love Stories', 'Women In England', 'Literary Fiction', 'Classical Literature', 'Fiction', 'Brothers And Sisters', 'Family', 'Cuentos De Amor', 'Family Relations', 'Darcy', 'Entail', 'General', 'Romans', 'Nouvelles', 'Upper Class', 'Prejudices', 'Hermanas', 'Jvenes (Mujeres)', 'Marriage', 'Social Classes', 'Bennet', 'Romance Fiction', 'Childrens Fiction', 'Manners And Customs', 'Drama', 'Jane)', 'Young Women', 'Mx85Urs Et Coutumes', 'Clases Sociales', 'Roman Anglais', 'Domestic Fiction', 'English Fiction', 'Fiction Classics', 'Sisters', 'Classes Sociales', 'Sx85Urs', 'Coming Of Age', 'Courtship', 'Historical', 'Readers', 'Families', 'Cortejo Amoroso', 'Manners', 'History', 'England', 'Great Britain', 'Young Ladies', 'Wealth', 'Amours', 'Jeunes Femmes', 'Novela', 'English Literature', 'Historical Fiction', 'Romance', 'Family Life']"
0525463348,Piglet (Giant Board Book),A. A. Milne,2000,Dutton Childrens Books,http://images.amazon.com/images/P/0525463348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525463348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525463348.01.LZZZZZZZ.jpg,,10,[],"['Juvenile Fiction', 'Fiction', 'Teddy Bears', 'Best Friends', 'Toys']"
0140301690,Alice,Lewis Carroll,1994,Puffin Books,http://images.amazon.com/images/P/0140301690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140301690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140301690.01.LZZZZZZZ.jpg,,345,"['London, England']","['Illustrations', 'Juvenile Fiction', 'Rabbits', 'Juvenile Literature', 'English', 'Literatur Englez', 'Fiction', 'Ficcin Juvenil', 'Large Type Books', 'Fantasy In Fiction', 'Hookahs', 'Animals', 'General', 'Imaginary Voyages', 'Anthropomorphism', 'Childrens Literature', 'Logic', 'Fiction In English', 'Carroll', 'Lewis', 'Pro Tehon', 'Humor', 'Reading Materials', 'Imagination  Play', 'Tea', 'Childrens Fiction', 'Accessible Book', 'Lewis)', 'Croquet', 'Books And Reading', 'Susan (Donor)', '20Th Century', 'Classic Literature', 'Adventure Stories', 'English Language', 'English Fiction', 'Mythical Animals', 'Texts', 'Picture Books', 'Classics', 'Girls', 'Specimens', 'Roman', 'Fantasa', 'Friendship', 'Legends', 'Fantasy  Magic', 'Fairy Tales', 'Adventure Travel', 'Children', 'Humorous Stories', 'Imaginary Places', 'Readers', 'Fantasy', 'Nonsense Verses', 'History', 'Condensed Books', 'Literatura Inglesa', 'Literary Nonsense', 'Chr 1960', '1832-1898', 'Novela Fantstica', 'Playing Cards', 'Literature', 'Textual Criticism', 'Short Novel', 'Fantasy Fiction', 'Childrens Stories', 'English Literature', 'Curiosity', 'Littrature Anglaise']"
